word,synonyms
tiroides,"['glándula', 'folículo', 'órgano', 'hígado', 'mama', 'páncreas', 'bazo', 'riñón', 'amígdala', 'próstata', 'testículo', 'ovario']"
tirolesa,"['tirolina', 'cuerda', 'cable']"
tirolina,"['tirolesa', 'cuerda', 'cable']"
tirotear,"['ametrallar', 'acribillar', 'balear', 'balacear']"
tirón,"['estirón', 'crecer', 'crecimiento', 'impulso', 'estrincón ']"
tirreno,"['etrusco', 'tusco']"
tirria,"['malquerencia', 'enemistad', 'antipatía', 'ojeriza', 'odio', 'manía']"
tisana,"['boldo', 'infusión']"
titán,"['gigante', 'coloso', 'cíclope', 'hércules', 'superhombre']"
titánico,"['gigantesco', 'enorme', 'colosal', 'descomunal', 'hercúleo', 'ciclópeo', 'desmesurado', 'imponente']"
tito,"['orinal', 'bacín', 'perico', 'dompedro', 'dondiego', 'bacinilla', 'beque']"
titubeante,"['vacilante', 'indeciso', 'dudoso', 'inseguro', 'indeterminado']"
titubear,"['balancear', 'equilibrar', 'bambolear', 'contonear', 'menear', 'mover', 'ondular', 'oscilar', 'igualar', 'columpiar', 'mecer', 'dudar', 'vacilar', 'tambalearse', 'fluctuar']"
titulado,"['licenciado', 'diplomado', 'graduado', 'universitario']"
titularse,"['licenciar', 'diplomarse ', 'graduarse', 'doctorarse', 'terminar', 'finalizar', 'concluir']"
tiznado,"['ahumado', 'oscurecido', 'tintado', 'ennegrecido']"
tiznar,"['manchar', 'pringar', 'ensuciar', 'ennegrecer']"
tizne,"['mácula', 'mancha', 'tacha', 'labe', 'chafarrinada', 'churrete', 'trampa', 'mentira', 'engaño', 'embuste']"
tizón,"['baldón', 'oprobio', 'injuria', 'afrenta', 'agravio', 'ofensa', 'provocación', 'ultraje', 'deshonor', 'deshonra', 'borrón', 'estigma', 'mancha', 'degradación', 'manchón', 'tachadura', 'chafarrinada', 'mácula', 'tacha']"
tía,"['tipa', 'fulana', 'galla']"
tímido,"['caco', 'irresoluto', 'irresuelto', 'apocado', 'corto', 'pusilánime']"
tío,"['gachó', 'individuo', 'tipo', 'menda']"
típico,['pintoresco']
títere,"['fantoche', 'marioneta', 'polichinela', 'pelele', 'muñeco', 'monigote']"
títeres,['guiñol']
título,"['membrete', 'lema', 'epígrafe', 'encabezamiento', 'rótulo']"
títulos,['valores']
tocadiscos,"['gramófono', 'fonógrafo', 'gramola']"
tocado,"['zumbado', 'loco', 'ido', 'pirateado', 'majareta', 'grillado']"
tocador,"['lavabo', 'servicio', 'excusado', 'retrete', 'aseo', 'baño', 'wáter ', 'letrina']"
tocante,"['alusivo', 'referente', 'relativo', 'concerniente']"
tocar,"['llamar', 'golpear', 'pulsar', 'aldabear']"
tocho,"['lingote', 'trozo', 'tranca', 'palanca', 'vara', 'varilla', 'rejón', 'barreta', 'barrón', 'barrote', 'eje', 'hierro', 'riel', 'palote', 'carril', 'barra']"
tocino,"['lardo', 'sebo', 'grasa', 'gordo', 'manteca', 'unto']"
tocología,"['ginecología', 'obstetricia', 'ginecopatía']"
tocólogo,['obstetra']
todavía,"['también', 'igualmente', 'asimismo', 'incluso', 'aún', 'además']"
todopoderoso,['omnipotente']
toga,"['manto', 'mantón', 'mantilla', 'túnica', 'capa', 'faja']"
togado,"['juez', 'magistrado', 'árbitro', 'mediador', 'enjuiciador ', 'sentenciador']"
tojo,"['aliaga', 'aulaga']"
toldo,"['lona', 'tela', 'lienzo', 'vela']"
tolerable,"['llevadero', 'sufrible', 'soportable']"
tolerancia,"['nobleza', 'benevolencia', 'caballerosidad', 'generosidad', 'hidalguía', 'lealtad', 'magnanimidad', 'longanimidad', 'clemencia', 'indulgencia', 'afabilidad', 'condescendencia', 'benignidad', 'bondad', 'liberalidad', 'predilección', 'simpatía', 'amabilidad', 'cordialidad', 'docilidad', 'dulzura', 'mansedumbre', 'sensibilidad', 'ternura']"
tolerante,"['liberal', 'demócrata', 'socialdemócrata', 'progresista', 'independiente', 'libre']"
tolerar,"['llevar', 'sufrir', 'soportar', 'aguantar', 'resistir', 'padecer', 'sobrellevar', 'transigir', 'admitir', 'aceptar', 'arrostrar', 'resignarse', 'reprimirse']"
tolete,"['bambarria', 'atarugada', 'tonto', 'bambarrión ', 'atontado', 'atortolado', 'bamba']"
tolmo,"['berrueco', 'granito', 'peñasco', 'guijarro', 'piedrecilla']"
tomar,"['recibir', 'aceptar', 'admitir', 'acoger', 'cobrar', 'percibir']"
tomar el pelo,"['jaranear', 'bromear', 'animar', 'divertirse', 'regocijarse', 'retozar', 'alborotar', 'chancear', 'guasearse', 'mofarse', 'pitorrearse', 'cachondearse', 'burlarse', 'chacotear', 'bufonear', 'chirigotear', 'rechiflarse ', 'coñearse', 'chasquear', 'chufletear', 'reírse', 'chunguearse']"
tomar partido,"['decantar', 'inclinarse', 'decidirse']"
tomar por el pito del sereno,"['befarse ', 'mofarse', 'burlarse', 'guasearse', 'despreciar', 'escarnecer', 'insultar', 'pitorrearse', 'rechiflarse ', 'cachondearse', 'chunguearse', 'tomar el pelo']"
tomatillo,"['guinda', 'cereza', 'capulina']"
tomo,"['libro', 'ejemplar', 'volumen', 'obra', 'texto', 'manual', 'compendio', 'vademécum']"
tonada,"['jácara', 'romance', 'copla', 'cantar']"
tonalidad,"['gradación', 'gama', 'matiz']"
tonel,"['barrica', 'odre', 'pipa', 'garrafón', 'barril', 'tina', 'bocoy', 'bota', 'cuba', 'cubeta', 'cuñete', 'pipote', 'pellejo']"
tonelero,"['barrilero', 'cubero', 'carralero']"
tonificado,"['entonado', 'restablecido', 'fortalecido', 'reanimado', 'recuperado']"
tonificar,"['vitalizar', 'vigorizar', 'fortalecer', 'reforzar', 'robustecer', 'vivificar', 'activar', 'animar', 'dinamizar']"
tono,"['gama', 'escala', 'gradación', 'matiz', 'tonalidad', 'serie', 'variedad', 'abanico', 'viso', 'grado']"
tontada,"['bobada', 'bobería', 'tontería', 'necedad', 'estupidez', 'memez', 'idiotez', 'dislate', 'disparate', 'fantochada', 'fatuidad', 'gansada', 'majadería', 'mentecatada', 'mentecatez', 'ñoñez', 'sandez', 'simpleza', 'sosería', 'tontuna', 'vaciedad', 'patochada']"
tontaina,"['gilí', 'bobo', 'idiota', 'imbécil', 'memo', 'ingenuo', 'lelo', 'alelado', 'bobalicón']"
tontear,"['enamoriscarse', 'enamoricarse', 'encapricharse', 'ligar']"
tontería,"['zoncera', 'simpleza']"
tonterías,"['garambainas', 'sandeces', 'bobadas', 'pamplinas']"
tontillo,"['guardainfante', 'armazón', 'miriñaque', 'hopalanda', 'falda']"
tonto,"['zonzo', 'soso', 'sosaina', 'sosera', 'simple']"
tontuna,"['bobada', 'bobería', 'tontería', 'necedad', 'estupidez', 'memez', 'idiotez', 'dislate', 'disparate', 'fantochada', 'fatuidad', 'gansada', 'majadería', 'mentecatada', 'mentecatez', 'ñoñez', 'sandez', 'simpleza', 'sosería', 'tontada', 'vaciedad', 'patochada']"
topar,"['golpear', 'chocar', 'encontrarse', 'empujar', 'caer', 'tropezar']"
tope,"['límite', 'final', 'meta', 'fin', 'conclusión', 'remate', 'techo']"
topetada,"['testarazo', 'cabezazo', 'testarada', 'topetazo', 'cabezada', 'calabazada', 'molondrón', 'morrada', 'calamorrada']"
topetazo,"['testarazo', 'cabezazo', 'testarada', 'topetada', 'cabezada', 'calabazada', 'molondrón', 'morrada', 'calamorrada']"
topillo,"['ratón', 'rata', 'roedor', 'mur']"
topografía,"['orografía', 'relieve']"
topógrafo,"['agrimensor', 'medidor', 'geodesta']"
topónimo,['hidrónimo']
toque,"['golpe', 'llamada']"
toquetear,"['andar', 'hurgar', 'trastear', 'enredar', 'tocar', 'manipular']"
torada,"['rebaño', 'manada', 'hato', 'boyada', 'vacada', 'piara', 'pavada', 'yeguada']"
torbellino,"['vorágine', 'remolino', 'vórtice']"
torca,"['gruta', 'cueva', 'caverna', 'cavidad', 'antro', 'fosa', 'socavón', 'sima', 'túnel', 'galería', 'espelunca', 'mina', 'oquedad', 'agujero']"
torcedura,"['luxación', 'dislocación']"
torcer,"['quebrar', 'doblar', 'tronchar']"
torcido,"['ladeado', 'oblicuo', 'inclinado', 'sesgado', 'esquinado']"
tordo,['zorzal']
torear,"['lidiar', 'capotear', 'muletear', 'banderillear']"
torera,"['bolero', 'chaquetilla', 'guayabera', 'blusa', 'camisola']"
torero,"['lidiador', 'novillero', 'diestro', 'espada']"
toril,"['encierro', 'chiquero']"
tormenta,"['lluvia', 'aguacero', 'chaparrón', 'chubasco', 'precipitación', 'borrasca', 'tempestad', 'tromba', 'calabobos', 'diluvio', 'sirimiri']"
tormento,"['verdugo', 'sayón', 'tirano', 'torturador', 'suplicio', 'sufrimiento', 'mortificación', 'cruz', 'verdugón', 'vástago']"
tormentoso,"['lluvioso', 'borrascoso', 'pluvioso', 'tempestuoso', 'inclemente', 'huracanado', 'turbulento', 'riguroso', 'proceloso']"
tornadizo,"['giratorio', 'rotatorio', 'girante', 'circulante']"
tornar,"['volver', 'regresar', 'retomar', 'ausentarse']"
tornasol,"['viso', 'vislumbre', 'destello', 'resplandor', 'brillo']"
tornasolado,"['nacarado', 'irisado', 'refulgente', 'brillante']"
tornasolar,"['lucir', 'relucir', 'brillar', 'relumbrar', 'resplandecer', 'flagrar', 'centellear', 'fulgurar', 'refulgir', 'deslumbrar', 'fosforescer', 'irradiar', 'llamear', 'reflejar', 'radiar', 'iluminar']"
tornear,"['labrar', 'esculpir', 'adornar', 'grabar', 'tallar', 'cincelar', 'repujar']"
torneo,"['lid', 'combate', 'batalla', 'pelea', 'contienda', 'lidia', 'lucha', 'liza', 'pugna', 'justa']"
tornillo,"['macho', 'mulo', 'semental', 'maslo', 'cebón', 'puerco', 'vigoroso', 'firme', 'fuerte', 'robusto', 'recio', 'pilar', 'machón', 'pilastra', 'eje', 'martillo', 'mazo', 'yunque']"
torno,"['grúa', 'brazo', 'aguilón', 'puntal', 'molinete']"
toro,"['astado', 'cornúpeta']"
torpe,"['zangandungo', 'inhábil']"
torpedo,"['bomba', 'explosivo', 'artefacto', 'granada', 'proyectil', 'obús', 'bala', 'munición']"
torpeza,"['yerro', 'estupidez']"
torrado,"['azotea', 'cabeza', 'mollera', 'chola', 'tarro', 'coco']"
torrar,"['asar', 'tostar', 'dorar', 'churruscar']"
torre albarrana,"['atalaya', 'observatorio']"
torreja,"['loncha', 'rodaja', 'lonja', 'tajada', 'rebanada', 'torreja ']"
torrente,"['abundancia', 'riqueza', 'exuberancia', 'multitud', 'profusión', 'copia', 'opulencia', 'afluencia', 'exceso', 'cantidad', 'prodigalidad', 'demasía', 'redundancia', 'fárrago', 'plétora', 'inflación', 'fertilidad', 'catarata', 'raudal', 'desbordamiento']"
torrentera,['escorrentía']
torreón,"['barbacana', 'saetera', 'tronera', 'garita']"
torrero,"['atalaya', 'vigía', 'centinela', 'vigilante', 'observador']"
torso,"['busto', 'tórax', 'escultura', 'estatua', 'talla', 'imagen', 'figura']"
torta,"['voleo', 'bofetón', 'guantazo']"
tortazo,"['leñazo', 'garrotazo', 'golpe', 'palo', 'trompazo', 'castañazo', 'leche']"
tortillera,"['lesbiana', 'lesbia', 'homosexual', 'torta']"
tortita,"['bizcocho', 'bollo', 'galleta', 'melindre', 'torta', 'bizcotela', 'brioche ', 'tarta', 'pastelillo', 'rosco']"
tortuga,"['galápago', 'quelonio']"
tortuoso,"['laberíntico', 'enmarañado', 'complicado', 'confuso', 'difícil', 'embrollado', 'intrincado', 'enredado']"
tortura,"['martirio', 'calvario', 'crucifixión', 'sufrimiento', 'tormento', 'inmolación', 'suplicio']"
torturador,"['verdugo', 'sayón', 'tirano', 'tormento', 'suplicio', 'sufrimiento', 'mortificación', 'cruz', 'verdugón', 'vástago']"
torturar,"['atormentar', 'martirizar', 'mortificar', 'angustiar', 'afligir', 'atribular', 'desolar', 'desesperar', 'desconsolar', 'reconcomer']"
toscamente,"['groseramente', 'atrevidamente', 'descortésmente', 'bruscamente']"
tosco,"['zambombo', 'rudo', 'basto', 'bruto', 'grosero', 'ordinario', 'cerril']"
tosquedad,"['rusticidad', 'zafiedad', 'grosería']"
tostada,"['biscote', 'biscotte ']"
tostadero,"['asadero', 'horno', 'sauna', 'chicharrero']"
tostado,"['moreno', 'pardo', 'bronceado', 'oscuro', 'atezado', 'dorado', 'quemado']"
tostar,"['atezar', 'broncear', 'curtir']"
tostarse,"['broncearse', 'quemarse', 'asolearse', 'dorarse']"
tostón,"['fastidio', 'molestia', 'disgusto', 'enfado', 'aburrimiento', 'incomodidad', 'enojo', 'cansancio', 'hastío', 'tabarra', 'monserga', 'pesadez', 'latazo', 'lata', 'cantinela', 'perorata']"
total,"['omnímodo', 'completo', 'integral', 'global']"
totalidad,"['generalidad', 'colectividad', 'mayoría', 'conjunto', 'universalidad', 'universalismo']"
totalitario,"['autoritario', 'absolutista', 'absoluto', 'despótico', 'imperialista', 'mandón', 'imperioso', 'dominante', 'déspota', 'dictador', 'tirano', 'opresor']"
totalitarismo,"['absolutismo', 'despotismo', 'autocracia', 'tiranía', 'dictadura', 'autoritarismo']"
totalizar,"['montar', 'contar', 'valer', 'costar', 'sumar']"
tournée,"['gira', 'excursión', 'paseo', 'viaje', 'tournée ', 'expedición']"
toxicómano,"['morfinómano', 'colocado', 'intoxicado', 'colgado', 'drogadicto', 'drogado']"
toza,"['leño', 'tronco', 'madera', 'rama', 'tarugo', 'madero', 'poste', 'traviesa', 'quima']"
tozudez,"['testarudez', 'cabezonería', 'empecinamiento', 'obcecación', 'obstinación', 'pertinacia', 'terquedad', 'tesonería', 'empeño', 'porfía', 'emperramiento']"
tozudo,"['testarudo', 'terco', 'cabezota', 'empecinado', 'obcecado', 'obstinado', 'pertinaz', 'porfiado']"
tópico,"['estereotipo', 'cliché', 'lugar común']"
tórax,"['busto', 'torso', 'escultura', 'estatua', 'talla', 'imagen', 'figura']"
tórrido,"['bochornoso', 'sofocante', 'asfixiante', 'agobiante', 'caluroso', 'ardoroso']"
tósigo,"['veneno', 'tóxico', 'ponzoña', 'tósigo ', 'droga']"
tóxico,"['veneno', 'ponzoña', 'tósigo ', 'droga']"
traba,"['óbice', 'inconveniente', 'obstáculo', 'impedimento', 'estorbo', 'dificultad', 'escollo', 'rémora']"
trabajador,"['obrero', 'operario', 'artesano']"
trabajar,"['operar', 'actuar', 'efectuar', 'ejecutar', 'proceder']"
trabajo,"['obligatoriedad', 'obligación', 'responsabilidad', 'deber', 'cometido', 'encargo', 'incumbencia', 'compromiso', 'misión']"
trabajosamente,"['laboriosamente', 'diligentemente', 'aplicadamente ']"
trabajoso,"['macanudo', 'arduo', 'difícil', 'complicado', 'embrollado', 'espinoso', 'peliagudo']"
trabar,"['zancadillear', 'obstaculizar', 'entorpecer']"
trabarse,"['atollarse', 'atascarse', 'atorarse', 'encasquillarse', 'atragantarse']"
trabazón,"['nexo', 'ilación', 'conexión', 'vinculo', 'enlace']"
trabucón,"['majo', 'macareno', 'trabucón ', 'guapo']"
tracería,"['arabesco', 'lacería']"
tradicional,"['ancestro', 'antepasado', 'antiguo', 'remoto']"
tradición,"['usanza', 'uso', 'costumbre', 'práctica', 'hábito', 'rutina', 'moda', 'manera']"
traducción,"['versión', 'interpretación', 'lectura']"
traductor,"['intérprete', 'dragomán ', 'truchimán ', 'trujimán ', 'trujamán ']"
traer a la memoria,"['evocar', 'rememorar']"
traficante,"['negociante', 'mercader', 'comisionista', 'financiero', 'tratante', 'comerciante']"
tragadero,"['gola', 'garganta', 'gaznate', 'gañote', 'garguero']"
tragahombres,"['fanfarrón', 'pendenciero', 'arrogante', 'ostentoso', 'petulante', 'vanidoso', 'orgulloso', 'presumido', 'valentón', 'bravucón', 'sietemachos ', 'espadachín', 'camorrista']"
tragaldabas,"['glotón', 'comilón', 'tragón', 'zampón', 'hambrón', 'voraz', 'zampabollos', 'tripero', 'insaciable']"
tragaluz,"['lumbrera', 'lucerna', 'claraboya', 'tronera']"
tragar,"['jalar', 'devorar', 'jamar', 'engullir', 'zampar', 'atracarse', 'comer', 'ingerir', 'deglutir', 'embuchar']"
tragedia,"['melodrama', 'drama', 'exageración']"
trago,"['libación', 'sorbo', 'succión', 'degustación', 'paladeo', 'saboreo']"
tragonería,"['glotonería', 'gula', 'voracidad', 'hambronería', 'ansia']"
tragón,"['zampatortas', 'comilón', 'glotón']"
traicionar,"['vender', 'entregar']"
traicionero,"['zaíno', 'zaino', 'traidor', 'desleal', 'hipócrita', 'falso']"
traición,"['negación', 'abjuración']"
traidor,"['zaíno', 'zaino', 'traicionero', 'desleal', 'hipócrita', 'falso']"
traílla,"['lazo', 'lazada', 'nudo', 'atadura', 'ligadura', 'cordón', 'cuerda']"
traje,"['hábito', 'vestido', 'túnica']"
traje de faena,"['overol', 'mono']"
trajinar,"['azacanarse', 'bregar', 'trabajar', 'afanarse', 'laborar', 'ajetrearse', 'esforzarse', 'atarearse', 'matarse', 'aperrearse']"
trajinarse,"['ventilarse', 'engullir', 'devorar', 'zamparse', 'embaularse', 'tirarse']"
trajín,"['faena', 'labor', 'tarea', 'quehacer', 'trabajo', 'ocupación', 'obra']"
tralla,"['látigo', 'fusta', 'azote', 'vara', 'vergajo', 'flagelo', 'zurriago', 'correa', 'disciplina', 'verga']"
trallazo,"['latigazo', 'vergajazo', 'zurriagazo', 'fustazo ', 'azote', 'cintarazo', 'correazo']"
trama,"['libreto', 'argumento', 'guión']"
tramar,"['rumiar', 'pensar', 'considerar', 'triturar', 'estudiar', 'reflexionar', 'meditar', 'urdir', 'masticar', 'examinar', 'mordisquear', 'mascar', 'desmenuzar']"
tramitado,"['gestionado', 'ventilado']"
tramitar,"['gestionar', 'diligenciar', 'ejecutar']"
tramo,"['intervalo', 'parte', 'segmento', 'trozo', 'trecho', 'recorrido']"
tramoya,"['decoración', 'escenografía', 'decorado', 'ornamentación']"
trampa,"['zancadilla', 'ardid', 'celada', 'engaño']"
trampero,"['lacero', 'gaucho', 'vaquero', 'jinete', 'llanero', 'apresador']"
trampilla,"['narina', 'ventana ', 'ventanilla', 'fosa', 'ventanillo', 'postigo', 'mirilla']"
tramposo,"['ventajista', 'aprovechado', 'oportunista', 'especulador', 'fullero']"
tranca,"['lingote', 'trozo', 'palanca', 'vara', 'varilla', 'rejón', 'barreta', 'barrón', 'barrote', 'eje', 'hierro', 'riel', 'palote', 'carril', 'barra', 'tocho']"
trancazo,"['bastonazo', 'estacazo', 'garrotazo', 'porrazo', 'varapalo', 'varazo']"
trance,"['lance', 'evento', 'acontecimiento', 'episodio', 'suceso', 'hecho', 'incidente', 'caso', 'asunto', 'percance']"
tranco,"['zancada', 'paso']"
tranquilidad,"['silencio', 'paz', 'calma', 'reposo']"
tranquilizador,"['esperanzador', 'ilusionador', 'prometedor', 'confortante']"
tranquilizar,"['encalmar', 'calmar', 'serenar', 'sosegar', 'aquietar', 'apaciguar']"
tranquilo,"['quieto', 'pacífico', 'apacible', 'sereno']"
transacción,"['compra', 'adquisición', 'importación', 'negocio', 'operación']"
transatlántico,"['marítimo', 'naval', 'marino', 'oceánico', 'náutico']"
transbordar,"['alijar', 'desembarcar', 'descargar']"
transcribir,['cifrar']
transcurrir,"['andar', 'correr', 'pasar']"
transcurso,"['lapso', 'período', 'intervalo', 'espacio', 'tiempo', 'curso', 'plazo', 'etapa']"
transferible,['enajenable']
transferir,"['testar', 'dejar', 'legar', 'mandar', 'otorgar', 'transmitir', 'donar', 'ceder', 'encomendar', 'delegar']"
transfigurar,"['transformar', 'cambiar', 'alterar', 'variar', 'modificar', 'elaborar', 'trocar', 'mudar', 'metamorfosear']"
transformación,"['vuelco', 'cambio', 'alteración', 'variación', 'trastorno']"
transformado,"['alterado', 'modificado', 'reformado', 'cambiado', 'variado']"
transformar,"['cambiar', 'alterar', 'variar', 'modificar', 'elaborar', 'trocar', 'mudar', 'transfigurar', 'metamorfosear']"
transformarse,"['evolucionar', 'cambiar', 'progresar', 'ponerse al día']"
transgredido,"['quebrantado', 'infringido', 'violado', 'vulnerado', 'incumplido']"
transgredir,"['barrenar', 'infringir', 'violar']"
transgresión,"['vulneración', 'quebrantamiento', 'infracción', 'incumplimiento', 'violación']"
transigencia,"['apertura', 'tolerancia', 'comprensión']"
transigente,"['eclecticismo', 'moderado', 'tolerante', 'contemporizador']"
transigir,"['llevar', 'sufrir', 'soportar', 'aguantar', 'tolerar', 'resistir', 'padecer', 'sobrellevar', 'admitir', 'aceptar', 'arrostrar', 'resignarse', 'reprimirse']"
transitable,"['vadeable', 'accesible', 'superable', 'franqueable', 'comprensible', 'abierto', 'afable', 'inteligible', 'tratable', 'sencillo', 'vencible']"
transitado,"['batido', 'trillado', 'recorrido', 'frecuentado', 'conocido']"
transitar,"['andar', 'caminar', 'marchar', 'peregrinar', 'deambular', 'circular', 'pasear', 'vagar', 'recorrer', 'ir', 'trasladarse', 'patear', 'avanzar']"
transitorio,"['lacónico', 'escueto', 'conciso', 'parco', 'breve', 'abreviado', 'cortante', 'seco', 'sobrio', 'sucinto', 'reducido', 'corto', 'efímero', 'momentáneo', 'pasajero', 'limitado', 'perecedero', 'precario', 'temporal', 'exiguo', 'fugaz']"
transmisión,"['emisión', 'retransmisión', 'difusión', 'radiodifusión', 'teledifusión', 'audición', 'lanzamiento', 'puesta en circulación']"
